"University of California Statewide Integrated Pest Management Program"
"How to Manage Pests: California Weather Data"
"Retrieve data in comma delimited data file format"
" "
"Weather database request:  "
" "
"Time Period: January 1, 1989 to June 16, 2015, retrieved on June 17, 2015"
" (9663 days)"
" "
"To save this text, you can:"
"Select SAVE AS and TEXT from the top menu of your browser, or"
"copy and paste the data to a new document in a word processor"
"and save it as text."
" "
"Note: Only 95% of requested data were available from station POMONA.A.    See Retrieval Table."
" "
"                     Retrieval Table"
"                     Stations used to fill in missing data"
" "
"                     Data Values  Data Values  Data Values  Data Values  Data Values"
"                        from         from         from         from        Missing"
"Variable             Station      Backup 1     Backup 2     Averages"
"Precipitation         9150          302            0          211            0        "
"                     POMONA.A     CLARMONT.A   none         POMONA.A     "
"Air Temps, max/min    9119          339            0          205            0        "
"                     POMONA.A     CLARMONT.A   none         POMONA.A     "
"Soil Temps, max/min   8870          477            0          316            0        "
"                     POMONA.A     CLARMONT.A   none         CLARMONT.A   "
"Rel. Humidity         9166            0            0            0          497        "
"                     POMONA.A     none         none         none         "
"ETo                   9117            0            0            0          546        "
"                     POMONA.A     none         none         none         "
"Solar Radiation       9260          242            0          161            0        "
"                     POMONA.A     CLARMONT.A   none         POMONA.A     "
"Wind Speed & Dir      9255            0            0            0          408        "
"                     POMONA.A     none         none         none         "
" "
"Variable   Description                   Units"
"   1       Database name                 "
"   2       Date: year,month,day          yyyymmdd"
"   3       Observation time              hhmm"
"   4       Precipitation, amount         Inches"
"   5       Precipitation, type           (coded)"
"   6       Air temperature, maximum      Fahrenheit"
"   7       Air temperature, minimum      Fahrenheit"
"   8       Air temperature, observed     Fahrenheit"
"   9       Weather conditions            (coded)"
"  10       Wind, direction               N,NE,E,SE,S,SW,W,NW, 0=calm"
"  11       Wind, speed                   Miles per hour"
"  12       Bulb temperature, wet         Fahrenheit"
"  13       Bulb temperature, dry         Fahrenheit"
"  14       Soil temperature, maximum     Fahrenheit"
"  15       Soil temperature, minimum     Fahrenheit"
"  16       Pan evaporation               Inches"
"  17       Solar radiation               Langleys"
"  18       Reference evapotranspiration  Inches"
"  19       Relative humidity, minimum    Percent"
"  20       Relative humidity, maximum    Percent"
" "
"Station","Date","Time","Precip","type","Air max","Air min","obs","Wx","Wind dir","speed","Bulb wet","dry","Soil max","min","Evap","Solar","ETo","RH max","min",
POMONA.A,19940115,2359,0.00,,72,42,,,SW,2,,,52,50,,300,0.09,81.6,33.4,
POMONA.A,19940116,2359,0.00,,71,39,,,N,2,,,53,50,,314,0.10,81.0,35.5,
POMONA.A,19940117,2359,0.00,,79,39,,,N,3,,,53,50,,316,0.13,80.8,17.1,
POMONA.A,19940118,2359,0.16,,83,45,,,NE,2,,,53,50,,324,0.11,67.3,20.7,
POMONA.A,19940119,2359,0.00,,77,46,,,SW,3,,,53,51,,292,0.10,80.7,25.4,
POMONA.A,19940120,2359,0.00,,73,42,,,NE,3,,,53,50,,295,0.08,81.0,30.9,
POMONA.A,19940121,2359,0.00,,76,44,,,NE,3,,,53,50,,252,0.08,79.8,24.4,
POMONA.A,19940122,2359,0.00,,81,43,,,NE,3,,,54,51,,294,0.09,74.0,20.3,
POMONA.A,19940123,2359,0.00,,69,42,,,W,3,,,54,52,,226,0.06,82.2,49.8,
POMONA.A,19940124,2359,0.16,,63,46,,,SW,3,,,54,52,,215,0.05,82.5,56.3,
POMONA.A,19940125,2359,0.04,,53,39,,,SW,3,,,53,52,,232,0.05,,,
POMONA.A,19940126,2359,0.00,,56,41,,,NE,2,,,53,52,,333,0.06,82.4,40.6,
POMONA.A,19940127,2359,0.04,,60,37,,,E,3,,,52,51,,248,0.06,81.6,41.0,
POMONA.A,19940128,2359,0.00,,64,36,,,NE,3,,,52,49,,337,0.07,81.2,27.4,
POMONA.A,19940129,2359,0.00,,67,36,,,NE,2,,,51,48,,347,0.08,80.6,27.2,
POMONA.A,19940130,2359,0.00,,68,39,,,NE,3,,,52,48,,359,0.08,79.4,27.4,
POMONA.A,19940131,2359,0.00,,66,37,,,SE,4,,,51,49,,328,0.12,79.0,18.0,
POMONA.A,19940201,2359,0.00,,63,35,,,N,3,,,50,48,,195,0.08,51.0,14.7,
POMONA.A,19940202,2359,0.00,,67,42,,,NE,3,,,51,48,,296,0.09,54.4,15.0,
POMONA.A,19940203,2359,0.16,,61,38,,,E,3,,,50,48,,148,0.05,74.3,26.6,
POMONA.A,19940204,2359,1.05,,59,47,,,E,4,,,51,48,,171,0.04,81.8,72.5,
POMONA.A,19940205,2359,0.00,,64,46,,,NE,2,,,53,50,,234,0.06,81.8,49.5,
POMONA.A,19940206,2359,0.00,,65,45,,,SW,2,,,53,51,,285,0.06,82.4,50.8,
POMONA.A,19940207,2359,1.71,,59,49,,,SW,4,,,53,52,,70,0.01,81.8,72.8,
POMONA.A,19940208,2359,0.53,,60,42,,,SW,3,,,53,51,,256,0.06,82.0,48.8,
POMONA.A,19940209,2359,0.00,,65,39,,,SW,2,,,54,51,,371,0.08,82.3,45.7,
POMONA.A,19940210,2359,0.04,,64,42,,,SW,3,,,53,51,,325,0.08,82.3,43.1,
POMONA.A,19940211,2359,0.00,,65,36,,,SW,3,,,54,51,,394,0.10,82.1,19.9,
POMONA.A,19940212,2359,0.00,,66,30,,,NW,3,,,52,50,,418,0.11,66.6,15.5,
POMONA.A,19940213,2359,0.00,,72,41,,,NE,3,,,52,49,,389,0.12,47.0,17.7,
POMONA.A,19940214,2359,0.00,,75,42,,,E,3,,,52,49,,410,0.11,70.2,20.6,
POMONA.A,19940215,2359,0.05,,74,48,,,SW,2,,,53,49,,208,0.11,66.1,20.6,
POMONA.A,19940216,2359,0.00,,68,49,,,NE,3,,,53,51,,186,0.07,59.8,26.4,
POMONA.A,19940217,2359,0.01,,58,43,,,SW,4,,,53,51,,163,0.05,75.0,49.7,
POMONA.A,19940218,2359,0.16,,58,36,,,W,3,,,51,50,,226,0.06,77.1,44.9,
POMONA.A,19940219,2359,0.01,,58,36,,,SW,3,,,52,49,,410,0.09,77.8,33.0,
POMONA.A,19940220,2359,0.86,,59,38,,,NE,3,,,51,49,,224,0.06,76.7,56.2,
POMONA.A,19940221,2359,0.00,,61,36,,,W,3,,,52,49,,390,0.10,77.1,37.2,
POMONA.A,19940222,2359,0.00,,65,38,,,NE,2,,,56,53,,427,0.10,75.2,29.1,
POMONA.A,19940223,2359,0.00,,71,39,,,NE,2,,,53,50,,447,0.12,74.8,18.6,
POMONA.A,19940224,2359,0.00,,73,44,,,SW,2,,,54,51,,437,0.12,71.5,20.9,
POMONA.A,19940225,2359,0.00,,71,45,,,SW,3,,,55,52,,415,0.12,75.0,34.6,
POMONA.A,19940226,2359,0.11,,66,46,,,SW,3,,,55,52,,382,0.11,76.5,45.4,
POMONA.A,19940227,2359,0.00,,59,45,,,SW,2,,,55,54,,71,0.02,75.1,60.0,
POMONA.A,19940228,2359,0.11,,76,42,,,W,3,,,56,53,,446,0.13,76.4,24.4,
POMONA.A,19940301,2359,0.00,,81,44,,,W,3,,,56,53,,468,0.15,69.2,15.3,
POMONA.A,19940302,2359,0.00,,85,48,,,NE,3,,,58,54,,473,0.15,59.3,16.9,
POMONA.A,19940303,2359,0.00,,78,47,,,SW,3,,,58,55,,447,0.14,75.1,31.0,
POMONA.A,19940304,2359,0.00,,72,47,,,SW,3,,,58,55,,384,0.12,76.5,38.3,
POMONA.A,19940305,2359,0.00,,54,44,,,SW,3,,,55,53,,102,0.03,74.4,56.5,
POMONA.A,19940306,2359,0.16,,64,52,,,SW,3,,,55,53,,286,0.07,75.8,25.8,
POMONA.A,19940307,2359,0.00,,65,46,,,W,3,,,54,52,,230,0.06,75.5,53.9,
POMONA.A,19940308,2359,0.00,,60,53,,,SW,2,,,57,56,,116,0.02,74.6,59.0,
POMONA.A,19940309,2359,0.00,,70,52,,,W,3,,,56,53,,422,0.13,73.8,37.2,
POMONA.A,19940310,2359,0.00,,66,52,,,SW,3,,,56,54,,307,0.09,74.6,52.1,
POMONA.A,19940311,2359,0.00,,68,44,,,SW,4,,,56,54,,328,0.11,74.1,31.7,
POMONA.A,19940312,2359,0.00,,79,43,,,SW,3,,,56,52,,496,0.15,74.6,18.4,
POMONA.A,19940313,2359,0.00,,85,49,,,W,3,,,57,53,,513,0.18,58.8,14.3,
POMONA.A,19940314,2359,0.00,,84,49,,,W,3,,,57,53,,508,0.18,54.8,17.5,
POMONA.A,19940315,2359,0.00,,82,49,,,SW,3,,,57,54,,489,0.17,71.6,21.3,
POMONA.A,19940316,2359,0.00,,78,48,,,SW,3,,,57,54,,545,0.14,80.1,28.4,
POMONA.A,19940317,2359,0.00,,76,49,,,SW,3,,,57,54,,455,0.14,81.8,33.2,
POMONA.A,19940318,2359,0.00,,76,52,,,SW,3,,,58,55,,467,0.16,81.9,29.0,
POMONA.A,19940319,2359,0.71,,62,52,,,SW,3,,,58,55,,102,0.02,81.4,70.0,
POMONA.A,19940320,2359,0.00,,68,49,,,SW,3,,,57,55,,380,0.11,81.5,54.1,
POMONA.A,19940321,2359,0.00,,72,46,,,W,3,,,58,54,,505,0.14,81.6,48.6,
POMONA.A,19940322,2359,0.00,,64,44,,,SW,4,,,57,55,,418,0.13,80.6,45.8,
POMONA.A,19940323,2359,0.00,,64,42,,,SW,3,,,56,53,,478,0.13,80.4,40.8,
POMONA.A,19940324,2359,0.83,,60,43,,,SE,3,,,55,54,,256,0.07,80.1,41.5,
POMONA.A,19940325,2359,0.00,,59,41,,,E,2,,,54,51,,338,0.08,80.9,38.6,
POMONA.A,19940326,2359,0.00,,65,41,,,SW,3,,,54,51,,529,0.14,81.6,43.9,
POMONA.A,19940327,2359,0.00,,72,42,,,SW,3,,,55,51,,574,0.16,80.5,42.3,
POMONA.A,19940328,2359,0.00,,77,46,,,W,2,,,56,52,,465,0.14,80.7,36.8,
POMONA.A,19940329,2359,0.00,,74,45,,,SW,3,,,56,53,,514,0.16,80.6,39.7,
POMONA.A,19940330,2359,0.00,,75,47,,,SW,3,,,57,54,,540,0.16,80.4,41.3,
POMONA.A,19940331,2359,0.04,,75,51,,,SW,3,,,58,56,,147,0.17,79.9,45.3,
POMONA.A,19940401,2359,0.00,,72,48,,,SW,3,,,57,55,,467,0.14,80.2,52.4,
POMONA.A,19940402,2359,0.00,,75,55,,,SW,3,,,58,56,,467,0.15,78.8,47.8,
POMONA.A,19940403,2359,0.00,,67,53,,,SW,3,,,58,57,,242,0.07,79.0,50.8,
POMONA.A,19940404,2359,0.00,,71,49,,,W,4,,,59,56,,563,0.17,78.7,43.8,
POMONA.A,19940405,2359,0.00,,77,45,,,W,3,,,59,56,,611,0.19,79.9,29.9,
POMONA.A,19940406,2359,0.00,,73,45,,,SW,3,,,59,55,,565,0.18,80.0,37.8,
POMONA.A,19940407,2359,0.00,,65,54,,,SW,3,,,58,57,,274,0.08,78.3,50.4,
POMONA.A,19940408,2359,0.00,,65,50,,,SW,5,,,57,56,,304,0.10,77.3,54.1,
POMONA.A,19940409,2359,0.08,,66,45,,,SW,3,,,57,55,,362,0.11,79.2,50.5,
POMONA.A,19940410,2359,0.00,,70,44,,,W,3,,,58,54,,635,0.18,78.5,34.7,
POMONA.A,19940411,2359,0.00,,83,47,,,W,3,,,59,55,,654,0.22,72.6,19.5,
POMONA.A,19940412,2359,0.00,,87,50,,,W,3,,,60,56,,642,0.22,67.4,19.5,
POMONA.A,19940413,2359,0.00,,80,48,,,SW,3,,,61,56,,645,0.21,79.3,31.0,
POMONA.A,19940414,2359,0.00,,71,51,,,SW,4,,,60,57,,505,0.16,80.4,41.4,
POMONA.A,19940415,2359,0.00,,81,54,,,W,3,,,61,57,,538,0.18,78.3,37.3,
POMONA.A,19940416,2359,0.00,,79,50,,,W,3,,,61,58,,458,0.15,79.3,45.4,
POMONA.A,19940417,2359,0.00,,81,56,,,SW,3,,,61,59,,354,0.12,77.7,37.7,
POMONA.A,19940418,2359,0.00,,84,52,,,SW,3,,,63,59,,617,0.22,79.2,33.7,
POMONA.A,19940419,2359,0.04,,81,51,,,SW,3,,,64,59,,587,0.20,80.0,43.3,
POMONA.A,19940420,2359,0.00,,77,53,,,SW,4,,,63,60,,506,0.17,79.7,49.0,
POMONA.A,19940421,2359,0.00,,68,58,,,SW,3,,,62,60,,208,0.06,78.8,64.7,
POMONA.A,19940422,2359,0.00,,70,53,,,SW,3,,,61,59,,290,0.09,77.2,46.4,
POMONA.A,19940423,2359,0.00,,69,50,,,SW,4,,,62,59,,523,0.17,77.2,38.9,
POMONA.A,19940424,2359,0.00,,65,44,,,SW,5,,,61,58,,544,0.17,78.4,33.4,
POMONA.A,19940425,2359,0.32,,57,42,,,SW,4,,,60,56,,194,0.05,79.2,57.1,
POMONA.A,19940426,2359,0.32,,60,41,,,SW,2,,,56,54,,269,0.06,79.7,59.2,
POMONA.A,19940427,2359,0.08,,57,48,,,E,3,,,55,53,,169,0.04,78.6,60.4,
POMONA.A,19940428,2359,0.00,,65,46,,,W,3,,,57,53,,502,0.14,79.5,49.8,
POMONA.A,19940429,2359,0.00,,72,44,,,SW,3,,,59,54,,663,0.19,79.5,48.7,
POMONA.A,19940430,2359,0.00,,70,49,,,SW,3,,,59,56,,409,0.12,79.0,50.6,
POMONA.A,19940501,2359,0.00,,69,50,,,SW,3,,,59,56,,342,0.10,78.8,51.4,
POMONA.A,19940502,2359,0.00,,72,49,,,SW,3,,,60,56,,445,0.13,78.6,47.7,
POMONA.A,19940503,2359,0.00,,74,47,,,SW,3,,,61,56,,546,0.17,79.3,47.5,
POMONA.A,19940504,2359,0.00,,76,49,,,SW,4,,,62,57,,542,0.17,79.1,46.8,
POMONA.A,19940505,2359,0.00,,70,55,,,SW,4,,,62,59,,434,0.14,77.8,47.0,
POMONA.A,19940506,2359,0.04,,67,51,,,W,4,,,62,59,,411,0.10,78.8,39.3,
POMONA.A,19940507,2359,0.00,,68,47,,,W,4,,,62,57,,520,0.16,79.1,44.1,
POMONA.A,19940508,2359,0.04,,70,50,,,SW,4,,,63,58,,559,0.17,78.6,47.2,
POMONA.A,19940509,2359,0.00,,74,46,,,SW,3,,,63,58,,630,0.19,79.5,47.9,
POMONA.A,19940510,2359,0.00,,74,50,,,SW,4,,,64,59,,580,0.18,79.1,52.4,
POMONA.A,19940511,2359,0.00,,72,58,,,SW,4,,,63,60,,416,0.13,77.4,57.2,
POMONA.A,19940512,2359,0.00,,66,57,,,SW,4,,,62,60,,159,0.04,78.1,67.6,
POMONA.A,19940513,2359,0.00,,65,57,,,SW,3,,,61,59,,169,0.04,78.1,67.2,
POMONA.A,19940514,2359,0.00,,77,58,,,W,4,,,63,59,,535,0.18,75.6,43.6,
POMONA.A,19940515,2359,0.00,,66,56,,,SW,3,,,63,60,,137,0.03,76.1,67.2,
POMONA.A,19940516,2359,0.00,,69,51,,,SW,4,,,61,59,,343,0.11,76.3,46.0,
POMONA.A,19940517,2359,0.08,,59,46,,,SW,2,,,61,58,,212,0.04,78.5,57.5,
POMONA.A,19940518,2359,0.00,,64,43,,,W,3,,,58,56,,341,0.09,78.6,47.6,
POMONA.A,19940519,2359,0.00,,70,46,,,W,3,,,60,56,,484,0.15,78.1,44.3,
POMONA.A,19940520,2359,0.00,,76,44,,,W,3,,,62,56,,681,0.21,78.9,36.0,
POMONA.A,19940521,2359,0.00,,82,46,,,W,3,,,63,57,,698,0.23,78.9,33.2,
POMONA.A,19940522,2359,0.00,,76,48,,,SW,4,,,63,59,,651,0.21,79.8,45.2,
POMONA.A,19940523,2359,0.00,,79,52,,,W,4,,,64,60,,604,0.20,78.3,44.8,
POMONA.A,19940524,2359,0.00,,65,51,,,SW,4,,,63,60,,229,0.06,78.8,69.1,
POMONA.A,19940525,2359,0.00,,63,56,,,W,3,,,61,59,,96,0.02,78.1,72.4,
POMONA.A,19940526,2359,0.00,,72,51,,,W,3,,,61,59,,311,0.09,76.9,51.7,
POMONA.A,19940527,2359,0.00,,81,50,,,W,3,,,63,58,,578,0.19,78.7,41.0,
POMONA.A,19940528,2359,0.00,,84,50,,,SW,3,,,65,59,,682,0.24,79.8,38.9,
POMONA.A,19940529,2359,0.00,,92,51,,,SW,3,,,66,60,,666,0.24,79.9,30.7,
POMONA.A,19940530,2359,0.00,,75,55,,,W,4,,,65,62,,298,0.09,81.7,54.3,
POMONA.A,19940531,2359,0.00,,78,53,,,W,4,,,66,61,,633,0.21,79.5,40.1,
POMONA.A,19940601,2359,0.00,,88,52,,,SW,3,,,67,61,,682,0.23,79.9,36.9,
POMONA.A,19940602,2359,0.00,,87,56,,,SW,3,,,68,63,,686,0.23,80.2,41.2,
POMONA.A,19940603,2359,0.00,,86,53,,,SW,3,,,68,63,,639,0.21,80.5,42.8,
POMONA.A,19940604,2359,0.00,,84,53,,,SW,3,,,68,63,,711,0.23,80.5,40.1,
POMONA.A,19940605,2359,0.00,,78,52,,,SW,4,,,68,64,,732,0.23,80.4,47.1,
POMONA.A,19940606,2359,0.00,,76,51,,,SW,3,,,67,63,,540,0.17,79.5,49.6,
POMONA.A,19940607,2359,0.00,,81,50,,,SW,3,,,68,63,,715,0.22,79.7,42.7,
POMONA.A,19940608,2359,0.00,,87,53,,,SW,4,,,68,63,,712,0.23,80.0,43.0,
POMONA.A,19940609,2359,0.00,,93,55,,,SW,3,,,70,64,,714,0.24,80.2,38.0,
POMONA.A,19940610,2359,0.00,,82,59,,,,,,,71,67,,671,0.24,,,
POMONA.A,19940611,2359,0.00,,77,58,,,SW,4,,,69,66,,491,0.19,77.8,73.7,
POMONA.A,19940612,2359,0.00,,80,59,,,SW,4,,,69,65,,550,0.18,78.0,47.4,
POMONA.A,19940613,2359,0.00,,82,61,,,SW,4,,,70,66,,585,0.19,77.8,45.7,
POMONA.A,19940614,2359,0.00,,74,61,,,SW,4,,,69,66,,469,0.15,77.0,56.4,
POMONA.A,19940615,2359,0.00,,71,56,,,SW,4,,,68,66,,286,0.08,78.3,61.6,
POMONA.A,19940616,2359,0.00,,82,54,,,W,3,,,69,64,,670,0.22,79.6,44.1,
POMONA.A,19940617,2359,0.00,,85,51,,,SW,3,,,70,64,,732,0.24,80.8,35.7,
POMONA.A,19940618,2359,0.00,,87,52,,,SW,3,,,71,65,,733,0.24,81.1,35.2,
POMONA.A,19940619,2359,0.00,,89,50,,,SW,3,,,71,65,,748,0.25,82.1,35.1,
POMONA.A,19940620,2359,0.00,,88,51,,,W,3,,,71,66,,722,0.24,82.5,37.2,
POMONA.A,19940621,2359,0.00,,89,54,,,W,3,,,72,66,,704,0.24,81.6,39.4,
POMONA.A,19940622,2359,0.00,,94,54,,,W,3,,,72,67,,717,0.25,81.5,37.4,
POMONA.A,19940623,2359,0.00,,97,54,,,W,3,,,73,67,,728,0.26,81.5,34.0,
POMONA.A,19940624,2359,0.00,,95,57,,,SW,3,,,74,68,,735,0.26,81.8,27.8,
POMONA.A,19940625,2359,0.00,,99,56,,,SW,3,,,75,69,,728,0.26,81.5,27.2,
POMONA.A,19940626,2359,0.00,,104,62,,,W,3,,,76,70,,713,0.28,71.9,26.2,
POMONA.A,19940627,2359,0.00,,95,66,,,SW,4,,,76,71,,709,0.26,77.8,42.2,
POMONA.A,19940628,2359,0.00,,93,63,,,SW,3,,,76,71,,699,0.24,81.4,44.7,
POMONA.A,19940629,2359,0.00,,94,62,,,SW,4,,,76,71,,687,0.24,80.2,47.3,
POMONA.A,19940630,2359,0.00,,86,63,,,SW,4,,,75,71,,528,0.18,79.3,51.9,
POMONA.A,19940701,2359,0.00,,90,64,,,SW,4,,,74,71,,576,0.21,78.1,47.2,
POMONA.A,19940702,2359,0.00,,86,63,,,SW,4,,,75,71,,693,0.24,78.9,49.4,
POMONA.A,19940703,2359,0.00,,85,65,,,W,3,,,74,71,,538,0.18,78.0,47.4,
POMONA.A,19940704,2359,0.00,,84,61,,,SW,4,,,74,71,,578,0.20,78.1,45.3,
POMONA.A,19940705,2359,0.00,,83,63,,,SW,4,,,74,70,,605,0.21,78.7,44.6,
POMONA.A,19940706,2359,0.00,,83,61,,,W,4,,,74,71,,634,0.22,81.1,42.9,
POMONA.A,19940707,2359,0.00,,86,57,,,W,4,,,74,70,,645,0.22,81.4,48.2,
POMONA.A,19940708,2359,0.00,,88,55,,,SW,4,,,74,70,,686,0.23,80.9,47.6,
POMONA.A,19940709,2359,0.00,,85,60,,,SW,4,,,75,70,,664,0.23,80.1,50.7,
POMONA.A,19940710,2359,0.00,,90,61,,,SW,3,,,75,71,,672,0.24,81.0,40.5,
POMONA.A,19940711,2359,0.00,,88,57,,,SW,3,,,75,71,,681,0.24,80.9,38.1,
POMONA.A,19940712,2359,0.00,,86,55,,,SW,4,,,75,70,,680,0.23,80.8,41.2,
POMONA.A,19940713,2359,0.00,,85,56,,,SW,3,,,75,70,,651,0.22,80.7,45.7,
POMONA.A,19940714,2359,0.00,,85,61,,,SW,4,,,75,71,,602,0.21,79.5,46.4,
POMONA.A,19940715,2359,0.00,,86,60,,,SW,4,,,75,71,,649,0.23,79.7,45.7,
POMONA.A,19940716,2359,0.00,,91,57,,,SW,3,,,75,71,,690,0.24,79.7,42.9,
POMONA.A,19940717,2359,0.00,,85,60,,,SW,3,,,74,71,,493,0.17,80.0,48.6,
POMONA.A,19940718,2359,0.00,,87,60,,,W,4,,,74,70,,535,0.19,79.4,42.3,
POMONA.A,19940719,2359,0.00,,81,58,,,W,3,,,74,70,,562,0.19,79.8,49.1,
POMONA.A,19940720,2359,0.00,,85,57,,,W,3,,,73,70,,450,0.14,80.7,44.7,
POMONA.A,19940721,2359,0.00,,87,58,,,W,3,,,74,69,,659,0.23,81.6,46.3,
POMONA.A,19940722,2359,0.00,,86,56,,,W,4,,,74,70,,673,0.22,82.3,47.0,
POMONA.A,19940723,2359,0.00,,88,55,,,W,3,,,74,70,,702,0.23,81.9,43.1,
POMONA.A,19940724,2359,0.00,,92,54,,,W,3,,,75,70,,720,0.24,83.3,39.7,
POMONA.A,19940725,2359,0.00,,94,55,,,SW,3,,,75,70,,693,0.25,84.1,39.9,
POMONA.A,19940726,2359,0.00,,94,56,,,SW,3,,,75,70,,673,0.23,83.8,42.4,
POMONA.A,19940727,2359,0.00,,94,59,,,SW,3,,,76,71,,681,0.23,82.8,44.5,
POMONA.A,19940728,2359,0.00,,92,62,,,SW,4,,,76,72,,644,0.23,80.5,46.7,
POMONA.A,19940729,2359,0.00,,87,61,,,SW,4,,,75,72,,545,0.19,80.3,51.1,
POMONA.A,19940730,2359,0.00,,84,62,,,SW,4,,,76,71,,629,0.22,80.0,51.2,
POMONA.A,19940731,2359,0.00,,86,60,,,W,4,,,74,71,,610,0.21,81.7,45.0,
POMONA.A,19940801,2359,0.00,,90,57,,,W,3,,,74,69,,664,0.23,82.8,44.2,
POMONA.A,19940802,2359,0.00,,93,55,,,W,3,,,74,69,,678,0.23,83.3,43.9,
POMONA.A,19940803,2359,0.00,,92,55,,,SW,3,,,75,69,,681,0.23,83.5,44.7,
POMONA.A,19940804,2359,0.00,,92,56,,,W,3,,,75,69,,678,0.24,84.0,43.6,
POMONA.A,19940805,2359,0.00,,102,59,,,W,3,,,76,70,,630,0.24,84.4,39.3,
POMONA.A,19940806,2359,0.00,,98,62,,,SW,3,,,75,71,,646,0.24,83.9,37.4,
POMONA.A,19940807,2359,0.00,,90,61,,,SW,3,,,73,70,,560,0.21,85.6,47.4,
POMONA.A,19940808,2359,0.00,,92,61,,,SW,3,,,74,69,,606,0.21,81.6,46.8,
POMONA.A,19940809,2359,0.00,,98,64,,,SW,3,,,76,70,,609,0.23,80.4,44.5,
POMONA.A,19940810,2359,0.00,,97,67,,,W,3,,,77,72,,563,0.23,82.4,38.6,
POMONA.A,19940811,2359,0.00,,99,65,,,W,3,,,77,72,,613,0.25,78.6,39.8,
POMONA.A,19940812,2359,0.00,,104,66,,,SW,3,,,79,73,,595,0.25,84.5,40.7,
POMONA.A,19940813,2359,0.00,,102,69,,,W,3,,,79,74,,616,0.24,80.3,41.2,
POMONA.A,19940814,2359,0.00,,95,68,,,SW,3,,,79,75,,614,0.24,82.3,43.6,
POMONA.A,19940815,2359,0.00,,98,64,,,SW,3,,,79,74,,636,0.24,81.2,42.9,
POMONA.A,19940816,2359,0.00,,95,64,,,SW,3,,,78,74,,630,0.22,83.3,46.3,
POMONA.A,19940817,2359,0.00,,93,65,,,SW,3,,,78,73,,580,0.21,81.3,50.4,
POMONA.A,19940818,2359,0.00,,92,65,,,SW,3,,,78,73,,616,0.21,81.1,49.8,
POMONA.A,19940819,2359,0.00,,92,62,,,W,3,,,78,73,,620,0.22,81.8,43.8,
POMONA.A,19940820,2359,0.00,,90,62,,,SW,3,,,77,72,,633,0.22,82.3,47.8,
POMONA.A,19940821,2359,0.00,,87,61,,,SW,4,,,77,73,,643,0.21,82.0,50.2,
POMONA.A,19940822,2359,0.00,,86,56,,,SW,3,,,76,71,,581,0.20,80.0,41.2,
POMONA.A,19940823,2359,0.00,,89,55,,,W,3,,,75,70,,626,0.21,,,
POMONA.A,19940824,2359,0.00,,93,57,,,W,3,,,75,70,,628,0.22,76.5,7.6,
POMONA.A,19940825,2359,0.00,,92,55,,,W,1,,,77,70,,619,0.22,79.0,39.3,
POMONA.A,19940826,2359,0.00,,89,60,,,SW,1,,,72,66,,488,0.21,,,
POMONA.A,19940827,2359,0.00,,92,63,,,SW,3,,,72,68,,572,0.21,74.8,37.4,
POMONA.A,19940828,2359,0.00,,92,58,,,SW,3,,,72,68,,609,0.21,77.5,40.4,
POMONA.A,19940829,2359,0.00,,91,54,,,SW,3,,,72,67,,631,0.21,79.2,38.1,
POMONA.A,19940830,2359,0.00,,85,57,,,SW,3,,,72,67,,603,0.19,79.2,48.0,
POMONA.A,19940831,2359,0.00,,84,65,,,SW,4,,,72,69,,582,0.19,80.7,37.6,
POMONA.A,19940901,2359,0.00,,84,59,,,SW,3,,,72,69,,556,0.20,74.4,33.7,
POMONA.A,19940902,2359,0.00,,87,58,,,W,3,,,72,68,,589,0.20,73.7,29.8,
POMONA.A,19940903,2359,0.00,,87,55,,,SW,3,,,72,67,,593,0.20,72.2,34.9,
POMONA.A,19940904,2359,0.00,,90,59,,,SW,3,,,72,68,,592,0.21,71.1,17.0,
POMONA.A,19940905,2359,0.00,,94,61,,,SW,3,,,73,69,,571,0.21,,,
POMONA.A,19940906,2359,0.00,,95,59,,,W,3,,,72,68,,577,0.22,75.3,33.7,
POMONA.A,19940907,2359,0.00,,93,58,,,W,3,,,72,68,,579,0.22,73.3,31.9,
POMONA.A,19940908,2359,0.00,,92,54,,,W,3,,,71,67,,580,0.20,77.1,34.8,
POMONA.A,19940909,2359,0.00,,95,58,,,SW,3,,,71,67,,559,0.20,73.5,30.6,
POMONA.A,19940910,2359,0.00,,87,55,,,SW,3,,,71,67,,559,0.20,76.4,36.5,
POMONA.A,19940911,2359,0.00,,82,53,,,SW,3,,,70,66,,580,0.18,76.8,35.9,
POMONA.A,19940912,2359,0.00,,76,54,,,SW,3,,,69,66,,499,0.15,75.3,43.9,
POMONA.A,19940913,2359,0.00,,76,51,,,W,3,,,68,65,,442,0.14,74.1,40.8,
POMONA.A,19940914,2359,0.00,,88,51,,,W,3,,,68,64,,556,0.18,73.4,31.4,
POMONA.A,19940915,2359,0.00,,92,53,,,W,3,,,68,64,,540,0.19,75.3,30.8,
POMONA.A,19940916,2359,0.00,,89,60,,,SW,4,,,68,64,,592,0.17,74.8,36.4,
POMONA.A,19940917,2359,0.00,,87,59,,,SW,3,,,68,65,,478,0.17,73.7,36.6,
POMONA.A,19940918,2359,0.00,,87,58,,,W,3,,,67,65,,410,0.14,73.0,33.3,
POMONA.A,19940919,2359,0.00,,83,56,,,SW,3,,,67,64,,447,0.15,72.1,41.0,
